Original Num ,updated num,,url,title,languageCode,publisher.name,publisher.site,claimDate,reviewDate,text,claimYear,claimant,claimant_party,textualRating,reason,ratingsimp,T/F RQ1,claimant_canonical_name,is_politician_strict,rand_num,Fear,Self/Personal Record,Opponent/Opponent's Record,Legislation,National and State Macroeconomic Issues,Economic Well-Being and Domestic Commerce,Labor and Employment,Foreign Trade,Taxes,"Civil Rights, Minority Issues, and Civil Liberties",Immigration and Refugee Issues,LGBTQ,Race,Religion,Women,Health (non-care),Social Welfare,Education,Abortion,Healthcare,Government Operations,Defense/Military,International_affairs and Foreign Aid,Voting/Elections,Agriculture,Environment,Energy,Transportation,Community Development and Housing,Technology Science Space,Media and Communications,Law and Crime and Policing,Terrorism,Guns,History,Record/Candidate Biography/ Campaigns and Personal Behavior
34,34,3128,https://www.politifact.com/factchecks/2018/oct/24/scott-walker/tony-evers-open-raising-gas-tax-scott-walker-one-s/,Tony Evers is open to raising gas tax; but Scott Walker is the one saying it would be $1 per gallon,en,PolitiFact,politifact.com,2018-10-09T00:00:00Z,2018-10-24T23:48:07Z,Says Tony Evers will 'raise the gas tax by as much as a dollar a gallon.',2018,Scott Walker,Republican,Mostly False,,3 Mostly False,False(ish),Scott Walker (politician),TRUE,2418,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
35,35,3427,http://www.politifact.com/factchecks/2017/jan/17/john-lewis/john-lewis-wrong-whether-he-skipped-inauguration-d/,John Lewis wrong on whether he skipped an inauguration before Donald Trump's,en,PolitiFact,politifact.com,2017-01-14T00:00:00Z,2017-01-17T21:03:17Z,The inauguration of Donald Trump 'will be the first one that I miss since I've been in Congress.',2017,John Lewis,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),John Lewis,TRUE,2416,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
36,36,6612,http://www.politifact.com/factchecks/2014/jul/08/newt-gingrich/gingrich-hillary-clintons-health-plan-had-broad-re/,Gingrich: Hillary Clinton's health plan had broad religious exemptions,en,PolitiFact,politifact.com,2014-07-06T00:00:00Z,2016-07-15T15:11:20Z,Says Hillary Clinton's health care plan from the 1990s 'had a broader provision in favor of corporate right to back out' of providing contraceptive coverage than the one created by the Hobby Lobby Supreme Court decision.,2014,Newt Gingrich,Republican,FALSE,,2 False,False(ish),Newt Gingrich,TRUE,2414,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
37,37,3917,http://www.politifact.com/factchecks/2017/jan/31/sean-spicer/spicers-misleading-claim-trumps-national-security-/,Spicer's misleading claim that Trump's National Security Council is 'identical' to Bush's; Obama's,en,PolitiFact,politifact.com,2017-01-30T00:00:00Z,2017-01-31T22:10:32Z,The language that's part of the president's National Security Council memo 'is identical to the language' used by President George W. Bush in 2001 and President Barack Obama in 2009.,2017,Sean Spicer,Republican,Mostly False,,3 Mostly False,False(ish),Sean Spicer,FALSE,2411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
38,38,5220,https://www.politifact.com/factchecks/2018/jul/26/tony-evers/evers-boast-beating-walker-poll-short-finish-line/,Evers' boast of being first to lead Walker in poll falls short of finish line,en,PolitiFact,politifact.com,2018-06-27T00:00:00Z,2018-07-27T00:04:50Z,I’m the first Democrat to ever lead Scott Walker in an election year.',2018,Tony Evers,Democratic,FALSE,,2 False,False(ish),Tony Evers,TRUE,2404,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE
39,39,488,http://www.politifact.com/factchecks/2017/dec/12/nancy-pelosi/have-wages-failed-go-donald-trumps-watch/,Have wages failed to go up on Donald Trump's watch?,en,PolitiFact,politifact.com,2017-12-08T00:00:00Z,2017-12-12T18:47:40Z,Even with full control of the House; Senate and White House; Republicans have still failed to deliver on their promise of higher wages for working families.',2017,Nancy Pelosi,Democratic,Mostly False,,3 Mostly False,False(ish),Nancy Pelosi,TRUE,2403,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
40,40,598,https://www.politifact.com/factchecks/2020/oct/23/joe-biden/biden-wrongly-claims-obama-policies-released-38000/,Biden wrongly claims Obama policies released 38;000 federal prisoners,en,PolitiFact,politifact.com,2020-10-22T00:00:00Z,,As part of the Obama administration's criminal justice reforms; '38;000 prisoners were released from federal prison.',2020,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),Joe Biden,TRUE,2402,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
41,41,1258,https://www.politifact.com/factchecks/2018/sep/28/ted-cruz/ted-cruzs-misleading-claim-california-hemorrhaging/,Ted Cruz's misleading claim: California 'is hemorrhaging population',en,PolitiFact,politifact.com,2018-09-21T00:00:00Z,2018-09-28T22:55:47Z,California 'is hemorrhaging population.',2018,Ted Cruz,Republican,Mostly False,,3 Mostly False,False(ish),Ted Cruz,TRUE,2400,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
42,42,5235,https://www.politifact.com/factchecks/2020/jul/02/chris-kapanga/wisconsin-senator-wrong-attribute-rising-covid-cas/,Wisconsin senator wrong to attribute rising COVID cases to testing,en,PolitiFact,politifact.com,2020-06-29T00:00:00Z,,The (COVID-19) cases are going up; but it's because the testing is going up.',2020,Chris Kapenga,Republican,FALSE,,2 False,False(ish),Chris Kapenga,TRUE,2399,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
43,43,7104,https://www.politifact.com/factchecks/2020/aug/25/nikki-haley/do-joe-biden-and-kamala-harris-want-massive-tax-hi/,Nikki Haley's False RNC claim that Biden wants 'massive' tax hikes on working families,en,PolitiFact,politifact.com,2020-08-24T00:00:00Z,,Says Joe Biden and Kamala Harris 'want massive tax hikes on working families.',2020,Nikki Haley,Republican,FALSE,,2 False,False(ish),Nikki Haley,TRUE,2398,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
44,44,4833,http://www.politifact.com/factchecks/2017/nov/01/john-cox/does-california-spend-nearly-five-times-much-build/,Does California spend 'nearly 5 times as much' to build a mile of road as rest of nation?,en,PolitiFact,politifact.com,2017-10-19T00:00:00Z,2017-11-02T00:42:28Z,It costs nearly five times as much in California to build and maintain a mile of road as it does in the rest of the nation.',2017,John Cox,Republican,FALSE,,2 False,False(ish),John H. Cox,FALSE,2395,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
45,45,280,https://www.politifact.com/factchecks/2021/apr/07/tim-scott/tim-scott-overlooks-colorados-massive-vote-mail-sy/,Tim Scott overlooks Colorado's massive vote-by-mail system in Georgia comparison,en,PolitiFact,politifact.com,2021-04-06T00:00:00Z,,Says Georgia 'has more day-of voting rights than Colorado.',2021,Tim Scott,Republican,Mostly False,,3 Mostly False,False(ish),Tim Scott,TRUE,2392,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
46,46,3920,https://www.politifact.com/factchecks/2020/may/01/rudy-giuliani/rudy-giuliani-wrong-about-us-policy-grant-amount-w/,Rudy Giuliani wrong about US policy; grant amount to Wuhan virus lab,en,PolitiFact,politifact.com,2020-04-26T00:00:00Z,,Why did the US (NIH) in 2017 give $3.7m to the Wuhan Lab in China? Such grants were prohibited in 2014. Did Pres. Obama grant an exception?',2020,Rudy Giuliani,Republican,FALSE,,2 False,False(ish),Rudy Giuliani,TRUE,2391,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
47,47,278,https://www.politifact.com/factchecks/2021/apr/08/joe-biden/gun-policy-address-joe-biden-was-wrong-about-backg/,In gun policy address; Joe Biden exaggerates about background checks at gun shows,en,PolitiFact,politifact.com,2021-04-08T00:00:00Z,,You go to a gun show; you can buy whatever you want; and no background check.',2021,Joe Biden,Democratic,Mostly False,,3 Mostly False,False(ish),Joe Biden,TRUE,2389,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
48,48,1887,https://www.politifact.com/factchecks/2019/jul/12/bernie-sanders/bernie-sanders-said-huge-percentage-walmart-worker/,Bernie Sanders said a huge percentage of Walmart workers are black. He was off by a lot,en,PolitiFact,politifact.com,2019-07-10T00:00:00Z,,42 percent of (Walmart’s) associates are black.',2019,Bernie Sanders,Democratic,FALSE,,2 False,False(ish),Bernie Sanders,TRUE,2387,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
49,49,3770,https://www.politifact.com/factchecks/2021/jan/07/mo-brooks/mo-brooks-claim-antifa-orchestrated-capitol-riots-/,Mo Brooks pushes baseless claim that antifa orchestrated Capitol riots,en,PolitiFact,politifact.com,2021-01-07T00:00:00Z,,Evidence growing that fascist ANTIFA orchestrated Capitol attack with clever mob control tactics.',2021,Mo Brooks,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Mo Brooks,TRUE,2384,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE
50,50,1647,https://www.politifact.com/factchecks/2019/feb/10/toni-preckwinkle/preckwinkle-misrepresents-mendozas-death-penalty-s/,Preckwinkle misrepresents Mendoza's death penalty stand,en,PolitiFact,politifact.com,2019-01-29T00:00:00Z,2019-02-11T20:49:09Z,Says Susana Mendoza is a supporter of the death penalty who could administer it herself and '‘...sleep like a baby at night…’',2019,Toni Preckwinkle,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),Toni Preckwinkle,TRUE,2381,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
51,51,7195,https://www.politifact.com/factchecks/2018/aug/21/frank-white/ashley-moody-republican-candidate-florida-ag-wasnt/,Ashley Moody; Republican candidate for Florida AG; wasn't a 'lifelong Democrat',en,PolitiFact,politifact.com,2018-08-06T00:00:00Z,2018-08-21T17:44:17Z,Ashley Moody was a lifelong Democrat.' ​,2018,Frank White,Republican,FALSE,,2 False,False(ish),Frank White,FALSE,2378,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
52,52,2243,https://www.politifact.com/factchecks/2020/nov/20/rudy-giuliani/giuliani-cites-affidavit-crucial-errors-press-conf/,Giuliani cites affidavit with crucial errors in press conference During a Nov. 19 press conference,en,PolitiFact,politifact.com,2020-11-19T00:00:00Z,,In Michigan 'we have over-votes in numerous precincts of 150%; 200%; and 300%.',2020,Rudy Giuliani,Republican,Pants on Fire,,1 Pants On Fire,False(ish),Rudy Giuliani,TRUE,2375,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
53,53,2054,https://www.politifact.com/factchecks/2019/mar/13/dan-crenshaw/crenshaw-falsely-says-hr1-would-legalize-type-elec/,Crenshaw falsely says HR1 would legalize the type of election fraud found in NC,en,PolitiFact,politifact.com,2019-03-09T00:00:00Z,2019-03-13T19:45:44Z,Says HR 1 would 'legalize' the kind of fraud found in North Carolina,2019,Dan Crenshaw,Republican,FALSE,,2 False,False(ish),Dan Crenshaw,TRUE,2368,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
54,54,3023,https://www.politifact.com/factchecks/2020/oct/06/joe-biden/biden-inflated-number-clemency-actions-obama/,Biden inflated the number of clemency actions by Obama,en,PolitiFact,politifact.com,2020-10-05T00:00:00Z,,During the Obama/Biden administration '18;000 people got clemency.',2020,Joe Biden,Democratic,FALSE,,2 False,False(ish),Joe Biden,TRUE,2366,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
55,55,3305,http://www.politifact.com/factchecks/2017/feb/17/rick-scott/gov-rick-scott-paints-fellow-republicans-job-kille/,Gov. Rick Scott paints fellow Republicans as job-killers for Enterprise Florida; Visit Florida votes,en,PolitiFact,politifact.com,2017-02-13T00:00:00Z,2017-02-17T16:30:42Z,Your politicians in Tallahassee today are saying; in your area; that they don't need any more jobs. That is exactly what Rep. Paul Renner said.',2017,Gov. Rick Scott,Republican,Mostly False,,3 Mostly False,False(ish),Rick Scott,TRUE,2362,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
56,56,6241,http://www.politifact.com/factchecks/2017/may/17/richard-corcoran/florida-house-speaker-richard-corcoran-misleads-ab/,Florida House Speaker Richard Corcoran misleads about education legislation negotiations,en,PolitiFact,politifact.com,2017-05-12T00:00:00Z,2017-05-17T15:14:40Z,It is a myth that Florida's education legislation was 'negotiated in secret.',2017,Richard Corcoran,Republican,FALSE,,2 False,False(ish),Richard Corcoran,TRUE,2359,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
57,57,4861,https://www.politifact.com/factchecks/2018/oct/25/marsha-blackburn/marsha-blackburn-falsely-says-phil-bredesen-lured-/,Marsha Blackburn falsely says Phil Bredesen lured illegal immigrants to Tennessee,en,PolitiFact,politifact.com,2018-10-11T00:00:00Z,2018-10-25T21:36:11Z,Says Phil Bredesen 'lured illegal immigrants to Tennessee.',2018,Marsha Blackburn,Republican,Mostly False,,3 Mostly False,False(ish),Marsha Blackburn,TRUE,2347,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
58,58,1439,http://www.politifact.com/factchecks/2016/nov/21/corey-stewart/corey-stewart-stretches-ed-gillespies-statements/,Corey Stewart stretches Ed Gillespie's statements on Donald Trump,en,PolitiFact,politifact.com,2016-11-09T00:00:00Z,2016-11-22T16:11:39Z,Ed Gillespie 'would not mention (Donald Trump’s) name unless he was condemning him.',2016,Corey Stewart,Republican,FALSE,,2 False,False(ish),Corey Stewart,TRUE,2345,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
59,59,3565,https://www.politifact.com/factchecks/2018/dec/18/dan-blue/nc-democrat-trust-us-elections-all-time-low/,NC Democrat: trust in US elections at an 'all-time low',en,PolitiFact,politifact.com,2018-12-06T00:00:00Z,2018-12-18T18:47:21Z,Public trust in our election system is at an all-time low.',2018,Dan Blue,Democratic,FALSE,,2 False,False(ish),Dan Blue,TRUE,2344,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
60,60,2435,http://www.politifact.com/factchecks/2018/jun/18/ted-cruz/ted-cruz-says-child-parent-separations-border-tied/,Ted Cruz says child-parent separations at border tied to a court order,en,PolitiFact,politifact.com,2018-06-11T00:00:00Z,2018-06-18T23:05:00Z,There’s actually a court order that prevents keeping the kids with the parents when you put the parents in jail.',2018,Ted Cruz,Republican,Mostly False,,3 Mostly False,False(ish),Ted Cruz,TRUE,2341,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
61,61,5653,https://www.politifact.com/factchecks/2018/sep/25/beto-orourke/beto-orourke-claim-he-didnt-try-leave-drunk-drivin/,Beto O'Rourke says he didn't try to leave DWI accident scene. Police cited witness saying otherwise.,en,PolitiFact,politifact.com,2018-09-21T00:00:00Z,2018-09-25T22:17:31Z,Says he 'did not try to leave the scene of the accident' that led to his arrest for driving while intoxicated.,2018,Beto O'Rourke,Democratic,Mostly False,,3 Mostly False,False(ish),Beto O'Rourke,TRUE,2340,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
62,62,4184,https://www.politifact.com/factchecks/2018/aug/15/marsha-blackburn/blackburn-broadband-lack-closed-rural-hospitals-it/,Blackburn: Lack of broadband shuttered rural hospitals. It didn't,en,PolitiFact,politifact.com,2018-08-08T00:00:00Z,2018-08-15T14:19:45Z,Hospitals are closing in rural America because they don't have access to high-speed internet.',2018,Marsha Blackburn,Republican,FALSE,,2 False,False(ish),Marsha Blackburn,TRUE,2339,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
63,63,7678,https://www.politifact.com/factchecks/2019/mar/06/hillary-clinton/clinton-hot-seat-claim-thousands-were-turned-away-/,Clinton on the hot seat with claim that thousands were turned away from the polls in Wisconsin,en,PolitiFact,politifact.com,2019-03-03T00:00:00Z,2019-03-07T14:58:36Z,In Wisconsin; because a key provision of the Voting Rights Act was not in effect; 'somewhere between 40;000 and 80;000 people were turned away from the polls (in 2016) because of the color of their skin' and other factors.,2019,Hillary Clinton,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),Hillary Clinton,TRUE,2337,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
64,64,5322,https://www.politifact.com/factchecks/2020/mar/09/hillary-clinton/clinton-oversimplifies-cause-voting-delays-texas/,What caused voting delays in Texas on Super Tuesday?,en,PolitiFact,politifact.com,2020-03-04T00:00:00Z,,Says at polling places in Texas on Super Tuesday 'the Republican side gets 25 machines; the Democratic side gets 5 machines. People were literally standing in line for seven hours.',2020,Hillary Clinton,Democratic,Mostly False,,3 Mostly False,False(ish),Hillary Clinton,TRUE,2331,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
65,65,6613,https://www.politifact.com/factchecks/2020/apr/14/kathy-hochul/hochul-rewrites-history-ventilator-claim/,Hochul rewrites history with ventilator claim,en,PolitiFact,politifact.com,2020-04-08T00:00:00Z,,Gov. Andrew Cuomo 'was simply saying if we can share 20 percent of your excess; your non-used ventilators; to help people in other parts of the state on a voluntary basis; that would be great. Of course; there was a reaction to that; which was not positive.',2020,Kathy Hochul,Democratic,Pants on Fire,,1 Pants On Fire,False(ish),Kathy Hochul,TRUE,2327,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
66,66,4820,https://www.politifact.com/factchecks/2020/oct/09/mike-pence/fact-checking-pences-claim-democrats-and-abortion-/,Fact-checking Pence's claim on Democrats and abortion 'up to the moment of birth',en,PolitiFact,politifact.com,2020-10-07T00:00:00Z,,Says Joe Biden and Kamala Harris support abortion 'up to the moment of birth.',2020,Mike Pence,Republican,FALSE,,2 False,False(ish),Mike Pence,TRUE,2325,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
